# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-03
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
BIGQUERY,events_20251129,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251129,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251130,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251130,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251130,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251130,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251130,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251130,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251130,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251130,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251201,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251201,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251201,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251201,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251201,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251201,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251201,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251201,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251202,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251202,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251202,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251202,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251202,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251202,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251202,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251202,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251203,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251203,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251203,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251203,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251203,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251203,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251203,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251203,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251204,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251204,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251204,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251204,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251204,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251204,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251204,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251204,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251205,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251205,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251205,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251205,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251205,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251205,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251205,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251205,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251206,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251206,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251206,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251206,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251206,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,batch_event_index,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,batch_page_id,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251206,batch_ordering_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251206,session_traffic_source_last_click,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251206,publisher,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251207,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251207,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251207,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20251207,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20251207,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251207,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251207,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251207,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20251207,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20251207,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
